0,1,2,3,4,5,6,7,8,9,10
557,New,Jersey,Governor,Chris,Christie,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
555,Republican,presidential,candidate,Donald,Trump,JJ@_NN1             ,JJ                  ,NN1                 ,NP1                 ,NN1_VV0
555,with,chronic,obstructive,pulmonary,disease,IW                  ,JJ                  ,JJ                  ,JJ                  ,NN1
554,did,n't ,say,anything,about,VDD                 ,XX                  ,VVI                 ,PN1                 ,II
551,n't ,see,anything,wrong,with,XX                  ,VVI                 ,PN1                 ,JJ_RR@              ,IW
549,all,good,things,must,come,DB_RR@              ,JJ                  ,NN2                 ,VM                  ,VVI
549,contact,our,Customer,Service,Department,VV0                 ,APPGE               ,NN1                 ,NN1                 ,NN1
549,pregnant,with,my,first,child,JJ                  ,IW                  ,APPGE               ,MD                  ,NN1
547,exactly,what,I 'm,talking,about,RR                  ,DDQ                 ,VV0                 ,VVG                 ,II
547,New,York,City,Mayor,Bill,NP1                 ,NP1                 ,NN1                 ,NNB                 ,NP1
546,what,other,people,think,about,DDQ                 ,JJ                  ,NN                  ,VV0                 ,II
545,Australian,Health,Practitioner,Regulation,Agency,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
544,olive,oil,over,medium,heat,JJ_NN1              ,NN1                 ,II                  ,JJ_NN1              ,NN1
543,coming,up,with,new,ways,VVG                 ,RP                  ,IW                  ,JJ                  ,NN2
543,enjoys,spending,time,with,family,VVZ                 ,JJ@_VVG_NN1         ,NNT1                ,IW                  ,NN1
543,MAX-ACCESS,read-only,STATUS,current,DESCRIPTION,JJ_NN1              ,JJ                  ,NN1                 ,JJ                  ,NN1
543,New,York,Attorney,General,Eric,NP1                 ,NP1                 ,NN1                 ,NNB                 ,NP1
543,New,York,City,Mayor,Michael,NP1                 ,NP1                 ,NN1                 ,NNB                 ,NP1
541,actual,results,may,differ,materially,JJ                  ,NN2                 ,VM                  ,VVI                 ,RR
541,Public,Company,Accounting,Oversight,Board,JJ_NN1              ,NN1                 ,NN1_VVG             ,NN1_NP1             ,NN1
541,takes,up,very,little,space,VVZ                 ,RP                  ,RG                  ,DA1                 ,NN1
541,with,extra,virgin,olive,oil,IW                  ,JJ                  ,JJ_NN1              ,JJ_NN1              ,NN1
540,matters,into,my,own,hands,NN2                 ,II                  ,APPGE               ,DA                  ,NN2
534,valid,with,any,other,offer,JJ                  ,IW                  ,DD                  ,JJ                  ,NN1
534,Without,giving,too,much,away,IW                  ,VVG                 ,RG                  ,DA1_RR              ,RL
533,until,after,World,War,II,CS                  ,II_CS               ,NN1                 ,NN1                 ,MC
532,receive,email,notifications,when,new,VVI                 ,NN1                 ,NN2                 ,RRQ_CS              ,JJ
530,did,n't ,even,know,about,VDD                 ,XX                  ,RR                  ,VVI                 ,II
527,Navy,during,World,War,II,NN1                 ,II                  ,NN1                 ,NN1                 ,MC
526,how,much,time,has,passed,RGQ@                ,DA1                 ,NNT1                ,VHZ                 ,VVN
526,malware-free,website,without,age,restrictions,JJ                  ,NN1                 ,IW                  ,NN1                 ,NN2
524,come,up,with,new,ways,VVI                 ,RP                  ,IW                  ,JJ                  ,NN2
524,could,change,one,thing,about,VM                  ,VVI                 ,MC1                 ,NN1                 ,II
522,defined,before,being,made,obsolete,VVN                 ,II                  ,VBG                 ,VVN                 ,JJ
521,find,out,what,happens,next,VVI                 ,RP                  ,DDQ                 ,VVZ                 ,MD
521,What,goes,around,comes,around,DDQ                 ,VVZ                 ,RP                  ,VVZ                 ,RP
520,New,York,Times,best,seller,NP1                 ,NP1                 ,NNT2                ,JJT_VV0%            ,NN1
519,British,Prime,Minister,Tony,Blair,JJ                  ,JJ                  ,NN1                 ,NP1                 ,NP1
519,n't ,spend,too,much,time,XX                  ,VVI                 ,RG                  ,DA1                 ,NNT1
518,idea,whose,time,has,come,NN1                 ,DDQGE               ,NNT1                ,VHZ                 ,VVN
518,North,American,Industry,Classification,System,NP1                 ,JJ                  ,NN1                 ,NN1                 ,NN1
516,could,come,up,with,something,VM                  ,VVI                 ,RP                  ,IW                  ,PN1
515,South,Florida,Water,Management,District,ND1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
514,put,their,money,where,their,VVI                 ,APPGE               ,NN1                 ,CS_RRQ              ,APPGE
514,social,networking,sites,like,Facebook,JJ                  ,NN1                 ,NN2                 ,II                  ,NP1_NN1
513,Actual,results,may,differ,materially,JJ                  ,NN2                 ,VM                  ,VVI                 ,RR
513,how,much,work,goes,into,RGQ@                ,DA1                 ,NN1                 ,VVZ                 ,II
513,Los,Angeles,County,District,Attorney,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
513,please,call,our,Customer,Service,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1
513,through,our,Lord,Jesus,Christ,II                  ,APPGE               ,NNB                 ,NP1                 ,NP1
511,lot,has,changed,since,then,NN1_RR22            ,VHZ                 ,VVN                 ,II                  ,RT
511,nnclass,Programnn,static,void,Main()n,VV0                 ,NP1_VV0@            ,JJ                  ,NN1_JJ              ,NP1_NN1@
511,taking,matters,into,their,own,VVG                 ,NN2                 ,II                  ,APPGE               ,DA
510,Kansas,City,Kansas,Community,College,NP1                 ,NN1                 ,NP1                 ,NN1                 ,NN1
509,National,Book,Critics,Circle,Award,JJ                  ,NN1                 ,NN2                 ,VV0@_NN1            ,NN1
509,Without,going,into,too,much,IW                  ,VVG                 ,II                  ,RG                  ,DA1
509,York,City,Mayor,Michael,Bloomberg,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
508,Daily,Show,with,Jon,Stewart,JJ@_NP1_NN1@        ,NN1_VV0             ,IW                  ,NP1                 ,NP1
508,get,along,with,each,other,VVI                 ,II21                ,II22                ,PPX221              ,PPX222
507,City,Mayor,Bill,de,Blasio,NN1                 ,NNB                 ,NP1                 ,NP1                 ,NP1
507,people,out,there,who,would,NN                  ,RP                  ,RL                  ,PNQS                ,VM
505,made,his,major,league,debut,VVD                 ,APPGE               ,JJ                  ,NN1                 ,NN1
505,York,City,Mayor,Bill,de,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
504,find,out,what,works,best,VVI                 ,RP                  ,DDQ                 ,VVZ                 ,RRT
504,please,call,our,customer,service,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1
502,George,Washington,University,Law,School,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
500,closed,its,last,trading,session,VVD                 ,APPGE               ,MD                  ,NN1                 ,NNT1
497,people,who,lost,their,lives,NN                  ,PNQS                ,VVD                 ,APPGE               ,NN2
497,spend,time,with,his,family,VVI                 ,NNT1                ,IW                  ,APPGE               ,NN1
496,email,notifications,when,new,lyrics,NN1                 ,NN2                 ,RRQ_CS              ,JJ                  ,NN2
496,end,up,with,something,like,VVI                 ,RP                  ,IW                  ,PN1                 ,II
493,did,n't ,come,up,with,VDD                 ,XX                  ,VVI                 ,RP                  ,IW
492,our,third,party,service,providers,APPGE               ,MD                  ,NN1                 ,NN1                 ,NN2
492,would,like,any,further,information,VM                  ,VVI                 ,DD                  ,JJR@                ,NN1
491,Canada,Pension,Plan,Investment,Board,NP1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
490,greatest,thing,since,sliced,bread,JJT                 ,NN1                 ,CS_II@              ,JJ                  ,NN1
490,United,Nations,Human,Rights,Council,JJ                  ,NN2                 ,JJ_NN1              ,NN2                 ,NN1
489,When,most,people,think,about,CS                  ,DAT                 ,NN                  ,VV0                 ,II
489,without,worrying,too,much,about,IW                  ,VVG@_JJ             ,RG                  ,DA1_RR              ,II
484,without,our,prior,written,permission,IW                  ,APPGE               ,JJ_RR               ,JJ@_VVN             ,NN1
482,Baby,Name,Guesser,uses,up-to-date,NN1                 ,NN1                 ,NN1_NP1             ,VVZ                 ,JJ
